#t[s:double],filename[string]
27247.161967333,27247161967333.png
27247.195293375,27247195293375.png
27247.228619458,27247228619458.png
27247.261945500,27247261945500.png
27247.295271583,27247295271583.png
27247.328597500,27247328597500.png
27247.361923541,27247361923541.png
27247.395249666,27247395249666.png
27247.428575708,27247428575708.png
27247.461901583,27247461901583.png
27247.495227583,27247495227583.png
27247.528553708,27247528553708.png
27247.561879708,27247561879708.png
27247.595205666,27247595205666.png
27247.628531666,27247628531666.png
27247.661857791,27247661857791.png
27247.695183791,27247695183791.png
