#t[s:double],q.x[double],q.y[double],q.z[double],q.w[double],p.x[m:double],p.y[m:double],p.z[m:double]
129900.778704042,-0.029958527,0.242869487,0.942298409,-0.228453045,0.301616,1.016905,1.326694
129900.781204042,-0.029568093,0.241081757,0.942849219,-0.228124183,0.302380,1.016618,1.326585
129900.783704042,-0.029481755,0.239776200,0.943285188,-0.227707914,0.303072,1.016342,1.326529
129900.786204042,-0.029454659,0.239199382,0.943522907,-0.227332555,0.303750,1.016129,1.326527
129900.788704042,-0.029695566,0.239247809,0.943623513,-0.226834464,0.304402,1.015968,1.326550
129900.791204042,-0.030033871,0.239830203,0.943575385,-0.226372179,0.305038,1.015845,1.326614
129900.793704042,-0.030484506,0.240985436,0.943363874,-0.225964915,0.305663,1.015781,1.326732
129900.796204042,-0.030776978,0.242635303,0.943010850,-0.225634983,0.306251,1.015744,1.326833
129900.798704042,-0.031506557,0.244794372,0.942575467,-0.225020685,0.306845,1.015790,1.326993
129900.801204042,-0.032573423,0.247369813,0.941951441,-0.224667255,0.307372,1.015874,1.327222
129900.803704042,-0.033399906,0.250421714,0.941270652,-0.224015765,0.307861,1.015968,1.327470
129900.806204042,-0.034367061,0.253677736,0.940461323,-0.223602938,0.308433,1.016131,1.327675
129900.808704042,-0.035376437,0.257285337,0.939581077,-0.223025934,0.308924,1.016329,1.327927
129900.811204042,-0.036151736,0.261017028,0.938672821,-0.222387503,0.309419,1.016520,1.328142
129900.813704042,-0.037467885,0.265170046,0.937539892,-0.222036929,0.309868,1.016742,1.328419
129900.816204042,-0.038295088,0.269225711,0.936581134,-0.221057479,0.310421,1.016983,1.328659
129900.818704042,-0.039210500,0.273296767,0.935530836,-0.220349522,0.310866,1.017210,1.328939
129900.821204042,-0.039972995,0.277303353,0.934490204,-0.219619772,0.311352,1.017487,1.329151
129900.823704042,-0.040661864,0.281020113,0.933495038,-0.219000483,0.311771,1.017720,1.329399
129900.826204042,-0.041349212,0.284821779,0.932524471,-0.218094040,0.312260,1.017976,1.329633
129900.828704042,-0.042737811,0.289080974,0.931326623,-0.217340957,0.312791,1.018222,1.329867
129900.831204042,-0.042323272,0.292358886,0.930558708,-0.216321603,0.313360,1.018404,1.329934
129900.833704042,-0.043167430,0.295143679,0.929817876,-0.215556445,0.313837,1.018617,1.330147
129900.836204042,-0.043609872,0.297829494,0.929138067,-0.214704098,0.314357,1.018812,1.330363
129900.838704042,-0.043851314,0.300115453,0.928583656,-0.213869493,0.314911,1.018973,1.330526
129900.841204042,-0.044021832,0.301586214,0.928296575,-0.213010595,0.315532,1.019142,1.330618
129900.843704042,-0.043493769,0.302849405,0.928114330,-0.212115619,0.316190,1.019229,1.330658
129900.846204042,-0.043363041,0.303688520,0.928014569,-0.211381261,0.316787,1.019298,1.330758
129900.848704042,-0.043461755,0.304115497,0.928023869,-0.210705034,0.317337,1.019336,1.330904
129900.851204042,-0.042960433,0.304052076,0.928224078,-0.210014511,0.317958,1.019331,1.330940
129900.853704042,-0.042192737,0.303897663,0.928456102,-0.209368892,0.318553,1.019283,1.330963
129900.856204042,-0.041098005,0.302633800,0.929086500,-0.208618983,0.319376,1.019256,1.330870
129900.858704042,-0.040113710,0.301408521,0.929649225,-0.208079742,0.320073,1.019161,1.330841
129900.861204042,-0.039574906,0.299942325,0.930235532,-0.207677555,0.320625,1.019036,1.330865
129900.863704042,-0.038643703,0.297960137,0.931040211,-0.207099006,0.321301,1.018891,1.330844
129900.866204042,-0.037599964,0.295442621,0.931956599,-0.206776081,0.322082,1.018768,1.330750
129900.868704042,-0.036102929,0.292821381,0.932936776,-0.206348810,0.322866,1.018586,1.330608
129900.871204042,-0.035300990,0.289971734,0.933918602,-0.206072953,0.323527,1.018406,1.330555
129900.873704042,-0.034258574,0.286887327,0.934979496,-0.205756982,0.324261,1.018227,1.330489
129900.876204042,-0.032913984,0.283390705,0.936203165,-0.205254612,0.325017,1.018026,1.330387
129900.878704042,-0.031613187,0.279470027,0.937501674,-0.204906760,0.325756,1.017829,1.330303
129900.881204042,-0.030674993,0.276374065,0.938496438,-0.204697462,0.326466,1.017620,1.330197
129900.883704042,-0.029339357,0.273019904,0.939580746,-0.204417067,0.327262,1.017399,1.330042
129900.886204042,-0.029171280,0.270119988,0.940427388,-0.204401234,0.327947,1.017202,1.330017
129900.888704042,-0.027776672,0.266747047,0.941480776,-0.204178740,0.328711,1.016976,1.329848
129900.891204042,-0.027089972,0.263345970,0.942474224,-0.204100968,0.329323,1.016781,1.329813
129900.893704042,-0.026340149,0.260270051,0.943364867,-0.204029903,0.330031,1.016588,1.329730
129900.896204042,-0.025704359,0.257538384,0.944165066,-0.203877001,0.330723,1.016405,1.329654
129900.898704042,-0.025135314,0.255053492,0.944889648,-0.203713419,0.331368,1.016210,1.329609
129900.901204042,-0.024927554,0.252665627,0.945545579,-0.203671570,0.332080,1.016065,1.329588
129900.903704042,-0.024518140,0.250728674,0.946096741,-0.203554711,0.332710,1.015921,1.329566
129900.906204042,-0.023960113,0.248881525,0.946595068,-0.203573373,0.333332,1.015775,1.329496
129900.908704042,-0.023723544,0.247578766,0.946966558,-0.203460212,0.333948,1.015662,1.329515
129900.911204042,-0.023525864,0.246461287,0.947287039,-0.203349588,0.334555,1.015554,1.329538
129900.913704042,-0.023565901,0.245703819,0.947515808,-0.203194321,0.335169,1.015466,1.329594
129900.916204042,-0.023349472,0.245167504,0.947653535,-0.203224630,0.335751,1.015401,1.329609
129900.918704042,-0.023334223,0.245144886,0.947684123,-0.203109895,0.336330,1.015355,1.329687
129900.921204042,-0.023461645,0.245343907,0.947678870,-0.202880618,0.336887,1.015322,1.329796
129900.923704042,-0.023371641,0.245814181,0.947565806,-0.202849864,0.337445,1.015324,1.329859
129900.926204042,-0.023794292,0.246643346,0.947392048,-0.202604848,0.338030,1.015329,1.330002
129900.928704042,-0.023799735,0.247608648,0.947159449,-0.202516419,0.338571,1.015363,1.330083
129900.931204042,-0.023899240,0.248854533,0.946870774,-0.202326829,0.339105,1.015422,1.330199
129900.933704042,-0.023988019,0.250271745,0.946531140,-0.202157989,0.339636,1.015487,1.330306
129900.936204042,-0.023882919,0.251962893,0.946134968,-0.201923086,0.340185,1.015586,1.330399
129900.938704042,-0.023957222,0.253778621,0.945699503,-0.201680510,0.340701,1.015691,1.330525
129900.941204042,-0.023972163,0.255763741,0.945221392,-0.201411818,0.341216,1.015809,1.330673
129900.943704042,-0.024054689,0.257743625,0.944765362,-0.201017394,0.341700,1.015914,1.330802
129900.946204042,-0.024118649,0.259824796,0.944286184,-0.200582740,0.342225,1.016050,1.330938
129900.948704042,-0.023786653,0.261887702,0.943822566,-0.200119823,0.342803,1.016193,1.331023
129900.951204042,-0.023799254,0.263894093,0.943346168,-0.199730208,0.343318,1.016350,1.331152
129900.953704042,-0.024002194,0.265924528,0.942855581,-0.199329983,0.343805,1.016519,1.331328
129900.956204042,-0.023781830,0.267800908,0.942422488,-0.198888447,0.344348,1.016680,1.331441
129900.958704042,-0.023538214,0.269328446,0.942087222,-0.198443460,0.344888,1.016850,1.331549
129900.961204042,-0.023335070,0.270997372,0.941727278,-0.197901895,0.345426,1.017001,1.331678
129900.963704042,-0.023782460,0.273042502,0.941193796,-0.197576911,0.346004,1.017168,1.331820
129900.966204042,-0.022870066,0.274244258,0.940959578,-0.197134799,0.346579,1.017315,1.331827
129900.968704042,-0.022432184,0.275311116,0.940741836,-0.196735159,0.347139,1.017452,1.331906
129900.971204042,-0.022023033,0.276093316,0.940613494,-0.196298361,0.347729,1.017598,1.331995
129900.973704042,-0.021591470,0.276586827,0.940564203,-0.195887209,0.348330,1.017736,1.332063
129900.976204042,-0.021068212,0.276860538,0.940604305,-0.195369229,0.348909,1.017842,1.332143
129900.978704042,-0.020517977,0.276863354,0.940651252,-0.195196790,0.349479,1.017942,1.332210
129900.981204042,-0.019901029,0.276494038,0.940880169,-0.194678873,0.350141,1.018056,1.332241
129900.983704042,-0.019283057,0.276028511,0.941097501,-0.194351169,0.350778,1.018164,1.332264
129900.986204042,-0.018671470,0.275356277,0.941380483,-0.193992020,0.351388,1.018244,1.332312
129900.988704042,-0.018105452,0.274261317,0.941774673,-0.193685425,0.352023,1.018312,1.332360
129900.991204042,-0.017336605,0.273141714,0.942147531,-0.193524600,0.352671,1.018394,1.332361
129900.993704042,-0.016717846,0.271815543,0.942590738,-0.193285414,0.353312,1.018458,1.332401
129900.996204042,-0.016107290,0.270449717,0.943036080,-0.193083706,0.353955,1.018512,1.332437
129900.998704042,-0.015040814,0.268312058,0.943723349,-0.192791485,0.354571,1.018576,1.332447
129901.001204042,-0.014402219,0.266755295,0.944189778,-0.192715381,0.355211,1.018620,1.332478
129901.003704042,-0.013919641,0.265100954,0.944686075,-0.192603572,0.355852,1.018680,1.332505
129901.006204042,-0.013404277,0.263186337,0.945211991,-0.192686584,0.356479,1.018711,1.332562
129901.008704042,-0.013358995,0.261456654,0.945750285,-0.192401378,0.357189,1.018785,1.332626
129901.011204042,-0.012971254,0.259676710,0.946261125,-0.192328664,0.357824,1.018845,1.332666
129901.013704042,-0.012845586,0.258085448,0.946695730,-0.192338531,0.358448,1.018916,1.332746
129901.016204042,-0.012509557,0.256352751,0.947180641,-0.192290863,0.359115,1.018980,1.332770
129901.018704042,-0.011969726,0.254679589,0.947667587,-0.192148487,0.359791,1.019042,1.332794
129901.021204042,-0.011783751,0.253307263,0.948057973,-0.192050238,0.360398,1.019126,1.332869
129901.023704042,-0.011937880,0.251929406,0.948401623,-0.192156251,0.360978,1.019220,1.333001
129901.026204042,-0.012106797,0.251017176,0.948634792,-0.192185178,0.361660,1.019315,1.333087
129901.028704042,-0.011828740,0.249662232,0.949002907,-0.192151773,0.362243,1.019453,1.333190
129901.031204042,-0.011926044,0.248788482,0.949247127,-0.192074367,0.362851,1.019595,1.333299
129901.033704042,-0.011950506,0.247939804,0.949477445,-0.192027897,0.363445,1.019729,1.333407
129901.036204042,-0.012376336,0.247781713,0.949516971,-0.192012828,0.364086,1.019885,1.333565
129901.038704042,-0.012546660,0.247334447,0.949644547,-0.191948342,0.364675,1.020061,1.333717
129901.041204042,-0.012683966,0.247084054,0.949730177,-0.191835917,0.365272,1.020250,1.333872
129901.043704042,-0.012527359,0.246744941,0.949836288,-0.191758451,0.365833,1.020446,1.334024
129901.046204042,-0.012702633,0.246785978,0.949849957,-0.191624648,0.366445,1.020663,1.334172
129901.048704042,-0.012825182,0.247237744,0.949724258,-0.191656873,0.367069,1.020858,1.334328
129901.051204042,-0.013384463,0.247600688,0.949662210,-0.191459744,0.367653,1.021103,1.334520
129901.053704042,-0.013615152,0.247943723,0.949584462,-0.191383902,0.368246,1.021351,1.334671
129901.056204042,-0.013787434,0.248456821,0.949482877,-0.191210454,0.368831,1.021599,1.334834
129901.058704042,-0.014157034,0.249017989,0.949356790,-0.191080917,0.369410,1.021852,1.335025
129901.061204042,-0.014373098,0.249556409,0.949237067,-0.190952954,0.370027,1.022134,1.335161
129901.063704042,-0.014596989,0.250257567,0.949083087,-0.190787749,0.370614,1.022419,1.335319
129901.066204042,-0.014838814,0.251038637,0.948903262,-0.190637592,0.371209,1.022707,1.335484
129901.068704042,-0.015063323,0.251814800,0.948746321,-0.190376266,0.371784,1.023000,1.335648
129901.071204042,-0.015023556,0.252584913,0.948606210,-0.190054591,0.372435,1.023280,1.335766
129901.073704042,-0.015019095,0.252935227,0.948545931,-0.189893750,0.372974,1.023604,1.335932
129901.076204042,-0.015098602,0.253702765,0.948391160,-0.189635463,0.373578,1.023927,1.336062
129901.078704042,-0.015215952,0.254417791,0.948241307,-0.189417565,0.374191,1.024240,1.336189
129901.081204042,-0.015250663,0.255092789,0.948116525,-0.189127147,0.374782,1.024549,1.336331
129901.083704042,-0.015223781,0.255690866,0.948027319,-0.188772001,0.375380,1.024853,1.336457
129901.086204042,-0.015198008,0.256429796,0.947890664,-0.188458122,0.375999,1.025173,1.336582
129901.088704042,-0.015106896,0.256930473,0.947814846,-0.188165597,0.376627,1.025496,1.336678
129901.091204042,-0.014957114,0.257368378,0.947771067,-0.187796352,0.377254,1.025804,1.336789
129901.093704042,-0.014888007,0.257712517,0.947775941,-0.187302689,0.377832,1.026105,1.336895
129901.096204042,-0.014597136,0.257965564,0.947763856,-0.187040953,0.378493,1.026431,1.336969
129901.098704042,-0.014478936,0.258340355,0.947736817,-0.186670304,0.379125,1.026747,1.337045
129901.101204042,-0.013924486,0.258503775,0.947822123,-0.186050873,0.379788,1.027015,1.337107
129901.103704042,-0.014345670,0.259065473,0.947686156,-0.185931449,0.380465,1.027350,1.337200
129901.106204042,-0.013971733,0.259108617,0.947758416,-0.185531118,0.381122,1.027654,1.337276
129901.108704042,-0.013528407,0.259109566,0.947846747,-0.185109966,0.381770,1.027945,1.337338
129901.111204042,-0.013142334,0.258906452,0.947992996,-0.184672420,0.382412,1.028260,1.337386
129901.113704042,-0.012741714,0.258769215,0.948123859,-0.184220773,0.383058,1.028557,1.337449
129901.116204042,-0.012233230,0.258500755,0.948298031,-0.183733180,0.383710,1.028857,1.337510
129901.118704042,-0.011842413,0.258187258,0.948468748,-0.183317392,0.384367,1.029170,1.337559
129901.121204042,-0.011350927,0.257966870,0.948619921,-0.182875931,0.385022,1.029474,1.337614
129901.123704042,-0.011007377,0.257573200,0.948822647,-0.182402154,0.385687,1.029772,1.337659
129901.126204042,-0.010288851,0.257253898,0.949020590,-0.181865658,0.386380,1.030078,1.337672
129901.128704042,-0.009842451,0.256395642,0.949351143,-0.181374557,0.386938,1.030411,1.337741
129901.131204042,-0.009283613,0.255961790,0.949554735,-0.180950245,0.387602,1.030739,1.337808
129901.133704042,-0.009430849,0.256055981,0.949595302,-0.180597767,0.388302,1.031059,1.337860
129901.136204042,-0.009070842,0.255785534,0.949763751,-0.180112105,0.388953,1.031391,1.337934
129901.138704042,-0.008749997,0.255441337,0.949942720,-0.179671048,0.389608,1.031733,1.337994
129901.141204042,-0.008514342,0.255221374,0.950079804,-0.179271511,0.390265,1.032090,1.338074
129901.143704042,-0.007680721,0.254381637,0.950416008,-0.178719705,0.390886,1.032460,1.338136
129901.146204042,-0.007646011,0.254347018,0.950506815,-0.178285750,0.391529,1.032832,1.338225
129901.148704042,-0.007465795,0.254308717,0.950609494,-0.177801055,0.392165,1.033202,1.338310
129901.151204042,-0.007142534,0.254036720,0.950774406,-0.177320479,0.392827,1.033594,1.338395
129901.153704042,-0.007410206,0.254567158,0.950655315,-0.177186318,0.393513,1.033976,1.338512
129901.156204042,-0.007302923,0.254630465,0.950752161,-0.176580312,0.394171,1.034385,1.338627
129901.158704042,-0.007249544,0.254667398,0.950831023,-0.176103240,0.394829,1.034818,1.338722
129901.161204042,-0.007010267,0.254768064,0.950884925,-0.175676587,0.395495,1.035244,1.338826
129901.163704042,-0.006934431,0.254919756,0.950917826,-0.175278872,0.396174,1.035683,1.338938
129901.166204042,-0.006906241,0.255042225,0.950978449,-0.174769467,0.396817,1.036128,1.339049
129901.168704042,-0.006732677,0.255287010,0.950998035,-0.174312829,0.397459,1.036577,1.339146
129901.171204042,-0.006616371,0.255363125,0.951058839,-0.173878064,0.398146,1.037033,1.339251
129901.173704042,-0.006500077,0.255576505,0.951129665,-0.173180979,0.398874,1.037483,1.339348
129901.176204042,-0.006343787,0.255860921,0.951069524,-0.173093141,0.399468,1.037978,1.339446
129901.178704042,-0.006280987,0.256166802,0.951120010,-0.172365952,0.400129,1.038460,1.339572
129901.181204042,-0.006119357,0.256574329,0.951093472,-0.171911024,0.400832,1.038965,1.339671
129901.183704042,-0.005948299,0.256855194,0.951114305,-0.171382280,0.401517,1.039463,1.339781
129901.186204042,-0.005849485,0.257108132,0.951190497,-0.170580597,0.402259,1.039921,1.339862
129901.188704042,-0.005844890,0.257304831,0.951227344,-0.170078471,0.402933,1.040438,1.339959
129901.191204042,-0.005715778,0.257659853,0.951223018,-0.169566971,0.403611,1.040930,1.340075
129901.193704042,-0.005588143,0.257939152,0.951221678,-0.169158668,0.404282,1.041463,1.340146
129901.196204042,-0.005442238,0.258209970,0.951301940,-0.168293180,0.405014,1.041929,1.340267
129901.198704042,-0.005452589,0.258390329,0.951349854,-0.167744382,0.405705,1.042445,1.340374
129901.201204042,-0.005231522,0.258772621,0.951330261,-0.167272246,0.406408,1.042958,1.340460
129901.203704042,-0.005115573,0.258910292,0.951412226,-0.166594884,0.407118,1.043478,1.340542
129901.206204042,-0.004900272,0.259035631,0.951481826,-0.166007745,0.407806,1.043980,1.340640
129901.208704042,-0.004896020,0.259305944,0.951498342,-0.165488056,0.408538,1.044489,1.340732
129901.211204042,-0.004438003,0.259285725,0.951627928,-0.164788077,0.409240,1.044982,1.340805
129901.213704042,-0.004375227,0.259508837,0.951675020,-0.164166225,0.409977,1.045506,1.340913
129901.216204042,-0.004180908,0.259564737,0.951763428,-0.163568443,0.410696,1.046006,1.341007
129901.218704042,-0.003871149,0.259600574,0.951852647,-0.163000669,0.411384,1.046505,1.341106
129901.221204042,-0.003854395,0.259667804,0.951938142,-0.162392183,0.412148,1.047036,1.341184
129901.223704042,-0.003844246,0.259854627,0.951979742,-0.161848295,0.412841,1.047552,1.341311
129901.226204042,-0.003385878,0.259740997,0.952131631,-0.161145357,0.413595,1.048062,1.341376
129901.228704042,-0.003207623,0.259723937,0.952242320,-0.160523465,0.414274,1.048559,1.341495
129901.231204042,-0.002955667,0.259627944,0.952311830,-0.160273399,0.415025,1.049116,1.341553
129901.233704042,-0.002853785,0.259538384,0.952454438,-0.159568164,0.415800,1.049608,1.341668
129901.236204042,-0.002620402,0.259620644,0.952519934,-0.159050258,0.416518,1.050122,1.341752
129901.238704042,-0.002497294,0.259730787,0.952568668,-0.158573813,0.417226,1.050658,1.341851
129901.241204042,-0.002112943,0.259469668,0.952740259,-0.157978459,0.417994,1.051188,1.341956
129901.243704042,-0.002077603,0.259626176,0.952772246,-0.157529265,0.418724,1.051707,1.342050
129901.246204042,-0.001647588,0.259335529,0.952935615,-0.157020046,0.419487,1.052239,1.342142
129901.248704042,-0.001455205,0.259424710,0.952995505,-0.156513617,0.420233,1.052773,1.342237
129901.251204042,-0.001267956,0.259322086,0.953082899,-0.156150555,0.420984,1.053317,1.342348
129901.253704042,-0.000862304,0.259353381,0.953147877,-0.155703472,0.421669,1.053841,1.342464
129901.256204042,-0.000959104,0.259561043,0.953150611,-0.155338298,0.422432,1.054395,1.342563
129901.258704042,-0.000689657,0.259547210,0.953223266,-0.154919197,0.423189,1.054949,1.342679
129901.261204042,-0.000323649,0.259328503,0.953369771,-0.154383421,0.423937,1.055503,1.342768
129901.263704042,-0.000141065,0.259556389,0.953360146,-0.154062627,0.424728,1.056068,1.342893
129901.266204042,0.000114678,0.259613989,0.953411827,-0.153645102,0.425447,1.056635,1.343024
129901.268704042,0.000134598,0.259963668,0.953380306,-0.153246503,0.426235,1.057202,1.343162
129901.271204042,0.000588121,0.259939254,0.953445444,-0.152881261,0.426935,1.057777,1.343263
129901.273704042,0.000723381,0.260055826,0.953483071,-0.152450077,0.427702,1.058325,1.343371
129901.276204042,0.000586913,0.260423993,0.953447955,-0.152038589,0.428483,1.058903,1.343554
129901.278704042,0.001233775,0.260441396,0.953512321,-0.151599889,0.429227,1.059486,1.343644
129901.281204042,0.001475637,0.260675183,0.953504043,-0.151250610,0.429997,1.060061,1.343768
129901.283704042,0.001619582,0.260887339,0.953520617,-0.150778512,0.430739,1.060631,1.343904
129901.286204042,0.001794557,0.261370008,0.953418310,-0.150587629,0.431539,1.061229,1.344017
129901.288704042,0.002085033,0.261430573,0.953494758,-0.149990282,0.432290,1.061780,1.344159
129901.291204042,0.002116625,0.261911243,0.953418605,-0.149637137,0.433069,1.062352,1.344266
129901.293704042,0.001968932,0.262475424,0.953322072,-0.149265616,0.433866,1.062918,1.344444
129901.296204042,0.002531327,0.262415337,0.953434209,-0.148645245,0.434650,1.063534,1.344561
129901.298704042,0.002593588,0.262800582,0.953388035,-0.148261429,0.435421,1.064083,1.344701
129901.301204042,0.002669012,0.263108032,0.953355907,-0.147917077,0.436243,1.064681,1.344824
129901.303704042,0.003129988,0.263192642,0.953415746,-0.147371564,0.436977,1.065243,1.344934
129901.306204042,0.002754375,0.264159345,0.953211453,-0.146973129,0.437844,1.065802,1.345077
129901.308704042,0.003079372,0.264021185,0.953316142,-0.146528203,0.438591,1.066392,1.345202
129901.311204042,0.002520570,0.264830729,0.953184728,-0.145938392,0.439477,1.066940,1.345388
129901.313704042,0.003610540,0.264602186,0.953333453,-0.145354221,0.440182,1.067510,1.345461
129901.316204042,0.003446201,0.264969542,0.953307873,-0.144855105,0.441070,1.068076,1.345605
129901.318704042,0.003724442,0.264949388,0.953394863,-0.144310755,0.441889,1.068636,1.345731
129901.321204042,0.003559113,0.264986903,0.953498718,-0.143563490,0.442710,1.069194,1.345902
129901.323704042,0.003563877,0.265459686,0.953450706,-0.143005961,0.443591,1.069721,1.345990
129901.326204042,0.003969651,0.265420230,0.953533652,-0.142513519,0.444332,1.070272,1.346082
129901.328704042,0.003678782,0.266011442,0.953467157,-0.141865181,0.445251,1.070811,1.346226
129901.331204042,0.004017948,0.265702053,0.953645497,-0.141234573,0.446032,1.071350,1.346320
129901.333704042,0.004005055,0.265976594,0.953652634,-0.140666189,0.446886,1.071881,1.346444
129901.336204042,0.004158337,0.265841994,0.953779917,-0.140051334,0.447694,1.072416,1.346544
129901.338704042,0.004400157,0.265739603,0.953885745,-0.139516186,0.448556,1.072945,1.346645
129901.341204042,0.004527786,0.265719564,0.953970551,-0.138973056,0.449413,1.073457,1.346754
129901.343704042,0.004585155,0.265759408,0.954039232,-0.138422472,0.450232,1.073971,1.346829
129901.346204042,0.004413470,0.265518765,0.954199837,-0.137777409,0.451089,1.074483,1.346949
129901.348704042,0.004661776,0.265490725,0.954266086,-0.137361934,0.451962,1.074989,1.347004
129901.351204042,0.004687654,0.265430648,0.954364761,-0.136795027,0.452802,1.075489,1.347103
129901.353704042,0.004681416,0.265366904,0.954476481,-0.136136957,0.453686,1.075966,1.347182
129901.356204042,0.004953215,0.265112471,0.954605617,-0.135719637,0.454507,1.076474,1.347250
129901.358704042,0.004940773,0.264850531,0.954766998,-0.135091708,0.455373,1.076977,1.347334
129901.361204042,0.004935556,0.264514307,0.954925270,-0.134632734,0.456244,1.077442,1.347432
129901.363704042,0.005139841,0.264476186,0.955001817,-0.134153012,0.457113,1.077945,1.347508
129901.366204042,0.004787510,0.264546961,0.955039236,-0.133763037,0.457977,1.078407,1.347602
129901.368704042,0.005057591,0.263839550,0.955318146,-0.133158953,0.458855,1.078895,1.347658
129901.371204042,0.005204490,0.263658235,0.955431719,-0.132692647,0.459706,1.079355,1.347734
129901.373704042,0.005190089,0.263455040,0.955559099,-0.132178731,0.460574,1.079833,1.347802
129901.376204042,0.004754036,0.263458246,0.955607762,-0.131837044,0.461444,1.080304,1.347893
129901.378704042,0.005245693,0.262913101,0.955831642,-0.131281302,0.462311,1.080758,1.347936
129901.381204042,0.005190830,0.262610661,0.955978670,-0.130816897,0.463178,1.081225,1.347997
129901.383704042,0.005258635,0.262419123,0.956092247,-0.130369235,0.464040,1.081665,1.348064
129901.386204042,0.005285240,0.262052603,0.956260196,-0.129876162,0.464909,1.082099,1.348129
129901.388704042,0.005157048,0.261802250,0.956375317,-0.129532361,0.465796,1.082551,1.348194
129901.391204042,0.005254253,0.261588183,0.956509595,-0.128971371,0.466653,1.082957,1.348260
129901.393704042,0.005067571,0.261615040,0.956582900,-0.128377030,0.467582,1.083361,1.348339
129901.396204042,0.005375835,0.261127916,0.956789890,-0.127813509,0.468464,1.083778,1.348369
129901.398704042,0.005292579,0.261213224,0.956829978,-0.127340605,0.469348,1.084197,1.348440
129901.401204042,0.005388534,0.260879543,0.956979890,-0.126899712,0.470186,1.084593,1.348496
129901.403704042,0.005188766,0.260900688,0.957013367,-0.126609631,0.471057,1.085006,1.348533
129901.406204042,0.005143582,0.260744096,0.957104006,-0.126245187,0.471938,1.085421,1.348584
129901.408704042,0.005326410,0.260451818,0.957266064,-0.125613053,0.472840,1.085812,1.348652
129901.411204042,0.005135709,0.260682498,0.957242938,-0.125315482,0.473724,1.086202,1.348705
129901.413704042,0.004761367,0.261054704,0.957179954,-0.125032182,0.474637,1.086576,1.348751
129901.416204042,0.005152963,0.260751230,0.957338678,-0.124436836,0.475516,1.086968,1.348794
129901.418704042,0.005196752,0.260396114,0.957490000,-0.124018730,0.476380,1.087345,1.348839
129901.421204042,0.004785881,0.261261483,0.957292197,-0.123741259,0.477261,1.087695,1.348904
129901.423704042,0.004968754,0.261234622,0.957365759,-0.123214956,0.478178,1.088068,1.348961
129901.426204042,0.005225293,0.260660954,0.957583356,-0.122730016,0.479040,1.088445,1.348996
129901.428704042,0.004978529,0.261106571,0.957504261,-0.122408910,0.479894,1.088791,1.349046
129901.431204042,0.004423509,0.261739930,0.957372696,-0.122106804,0.480819,1.089154,1.349116
129901.433704042,0.005036517,0.261447963,0.957520393,-0.121548951,0.481674,1.089486,1.349135
129901.436204042,0.004917009,0.261373183,0.957605066,-0.121046221,0.482579,1.089850,1.349215
129901.438704042,0.004927137,0.262069674,0.957463710,-0.120654611,0.483471,1.090180,1.349249
129901.441204042,0.004920070,0.262252966,0.957466205,-0.120239630,0.484364,1.090494,1.349275
129901.443704042,0.004891325,0.262512616,0.957453187,-0.119773904,0.485262,1.090819,1.349328
129901.446204042,0.004911520,0.262649305,0.957460028,-0.119421020,0.486136,1.091143,1.349360
129901.448704042,0.005066250,0.262774505,0.957490267,-0.118900708,0.487049,1.091442,1.349399
129901.451204042,0.004883748,0.263052656,0.957480495,-0.118364073,0.487936,1.091756,1.349456
129901.453704042,0.005018029,0.263432570,0.957427817,-0.117941148,0.488844,1.092046,1.349495
129901.456204042,0.005121324,0.263566768,0.957446298,-0.117485407,0.489733,1.092337,1.349515
129901.458704042,0.005047228,0.263458202,0.957537273,-0.116990262,0.490630,1.092620,1.349551
129901.461204042,0.004657624,0.264347735,0.957322758,-0.116755224,0.491580,1.092882,1.349577
129901.463704042,0.005268025,0.263779030,0.957549272,-0.116156638,0.492466,1.093145,1.349586
129901.466204042,0.004807806,0.264458791,0.957418046,-0.115712104,0.493393,1.093386,1.349618
129901.468704042,0.005438362,0.263810900,0.957663454,-0.115128189,0.494270,1.093637,1.349631
129901.471204042,0.004980374,0.264535257,0.957509372,-0.114766491,0.495208,1.093852,1.349646
129901.473704042,0.005176144,0.264427059,0.957581911,-0.114405578,0.496136,1.094098,1.349636
129901.476204042,0.005228958,0.264560356,0.957609231,-0.113867237,0.497018,1.094307,1.349658
129901.478704042,0.005637389,0.264152930,0.957783368,-0.113321225,0.497885,1.094497,1.349643
129901.481204042,0.005654470,0.263841595,0.957907633,-0.113000211,0.498811,1.094699,1.349631
129901.483704042,0.006018191,0.263785754,0.957992862,-0.112389097,0.499675,1.094879,1.349623
129901.486204042,0.006281899,0.263573091,0.958103564,-0.111925227,0.500593,1.095069,1.349615
129901.488704042,0.006448673,0.263292810,0.958244029,-0.111367485,0.501507,1.095214,1.349594
129901.491204042,0.006675229,0.263036821,0.958361827,-0.110950360,0.502413,1.095384,1.349573
129901.493704042,0.006839696,0.262448653,0.958584751,-0.110404889,0.503298,1.095540,1.349569
129901.496204042,0.007067471,0.262007950,0.958758974,-0.109928762,0.504195,1.095673,1.349554
129901.498704042,0.007231371,0.261644850,0.958908045,-0.109471369,0.505100,1.095819,1.349526
129901.501204042,0.007566159,0.261488393,0.959005388,-0.108971277,0.505968,1.095969,1.349511
129901.503704042,0.007662043,0.260999744,0.959186644,-0.108540797,0.506883,1.096092,1.349485
129901.506204042,0.007955783,0.260715019,0.959312032,-0.108092999,0.507754,1.096220,1.349480
